FID,FLU,FLUDESC,FLUSHRTDEC,SHAPE_STAr,SHAPE_STLe,Shape__Area,Shape__Length
550,6,Low Density Restricted Commercial,Low D. Rest Com,26902.2398071,657.902039688,3094.451171875,223.095378873127
551,6,Low Density Restricted Commercial,Low D. Rest Com,90954.7618408,1385.64962097,10463.171875,469.348911198277
552,7,Medium Density Restricted Commercial,Med D. Rest Com,196003.139587,3071.07249631,22544.919921875,1039.25207332145
553,6,Low Density Restricted Commercial,Low D. Rest Com,64279.7986755,1099.04434096,7394.765625,373.162326708479
554,7,Medium Density Restricted Commercial,Med D. Rest Com,73867.0215149,1075.43874144,8497.662109375,364.738575174603
555,8,Restricted Commercial,Restricted Com.,1010853.41455,8085.85466898,116255.974609375,2747.75878901567
556,6,Low Density Restricted Commercial,Low D. Rest Com,60257.258606,1025.11483152,6931.806640625,347.398294705743
557,6,Low Density Restricted Commercial,Low D. Rest Com,34977.1405334,909.879454636,4023.615234375,309.060528224836
558,7,Medium Density Restricted Commercial,Med D. Rest Com,50676.5741272,940.905771021,5829.119140625,318.852546974986
559,8,Restricted Commercial,Restricted Com.,31863.3734131,718.011267137,3665.162109375,243.445956450618
560,7,Medium Density Restricted Commercial,Med D. Rest Com,107164.696808,1697.34612742,12326.806640625,575.767529356118
561,6,Low Density Restricted Commercial,Low D. Rest Com,129655.155975,2083.32840398,14913.67578125,705.220009995641
562,6,Low Density Restricted Commercial,Low D. Rest Com,37661.4461975,793.49735811,4332.037109375,268.961955495125
563,7,Medium Density Restricted Commercial,Med D. Rest Com,104775.915558,1405.78540614,12051.546875,476.901881323707
564,7,Medium Density Restricted Commercial,Med D. Rest Com,590613.761169,3942.39066264,67933.232421875,1337.93925317255
565,7,Medium Density Restricted Commercial,Med D. Rest Com,75850.3334351,1140.10800285,8726.541015625,386.90534376131
566,8,Restricted Commercial,Restricted Com.,2163811.47482,10885.7213394,248951.60546875,3694.6657595545
567,7,Medium Density Restricted Commercial,Med D. Rest Com,1264152.83505,10929.8173112,145409.208984375,3701.03121176434
568,8,Restricted Commercial,Restricted Com.,734694.064453,6481.95775675,84528.615234375,2197.30401391532
569,8,Restricted Commercial,Restricted Com.,65480.2062378,1106.52109636,7532.03125,375.287409863899
570,7,Medium Density Restricted Commercial,Med D. Rest Com,385243.727173,4764.32302923,44312.759765625,1612.09158804484
571,6,Low Density Restricted Commercial,Low D. Rest Com,49292.8995361,954.710084481,5669.5390625,323.459829603108
572,6,Low Density Restricted Commercial,Low D. Rest Com,57139.3896484,1013.48218291,6572.28515625,344.038436297251
573,7,Medium Density Restricted Commercial,Med D. Rest Com,61422.7293396,1088.20841864,7066.748046875,368.716781928717
574,12,Light Industrial,Light Industria,250542.911621,2757.16122863,28825.853515625,934.976535632842
575,7,Medium Density Restricted Commercial,Med D. Rest Com,3095003.82355,11641.4863929,356063.08203125,3948.34572794186
576,8,Restricted Commercial,Restricted Com.,3693963.79324,14958.5272712,424949.740234375,5070.18940774404
577,12,Light Industrial,Light Industria,102684.574707,1284.91621276,11813.45703125,435.924733676968
578,8,Restricted Commercial,Restricted Com.,104668.720337,2083.46729078,12041.724609375,705.59147677131
579,6,Low Density Restricted Commercial,Low D. Rest Com,34075.4074402,882.87224728,3918.37890625,299.835725619193
580,8,Restricted Commercial,Restricted Com.,418427.451752,2665.77834923,48104.232421875,904.457599316551
581,7,Medium Density Restricted Commercial,Med D. Rest Com,167602.5271,2003.61500681,19266.77734375,678.710387582155
582,7,Medium Density Restricted Commercial,Med D. Rest Com,565948.77063,3905.66758281,65061.11328125,1323.21254188567
583,8,Restricted Commercial,Restricted Com.,209737.163239,3012.3877394,24115.626953125,1020.06449918438
584,3,Low Density Multifamily Residential,Low D. MF Res,58573.1303711,1049.68402323,6735.6015625,355.583183746377
585,3,Low Density Multifamily Residential,Low D. MF Res,45237.4859009,867.910777899,5202.07421875,294.160312203231
586,8,Restricted Commercial,Restricted Com.,1326554.95972,8951.61038519,152548.869140625,3029.05349136835
587,8,Restricted Commercial,Restricted Com.,1883379.66217,13039.6820158,216598.69140625,4420.5809952631
588,7,Medium Density Restricted Commercial,Med D. Rest Com,27680.4890137,772.201604214,3182.19921875,262.106997556917
589,8,Restricted Commercial,Restricted Com.,354750.674133,2642.24839184,40783.14453125,895.862710772401
590,8,Restricted Commercial,Restricted Com.,3466385.44598,12362.8362158,398478.982421875,4191.13675598066
591,14,Public Parks and Recreation,Recreation,3103129.5683,8621.51404703,356856.150390625,2924.26406842462
592,14,Public Parks and Recreation,Recreation,420148.440247,8196.14703536,48306.025390625,2778.21080286774
593,7,Medium Density Restricted Commercial,Med D. Rest Com,498022.510712,5437.58499376,57342.412109375,1846.16644052026
594,7,Medium Density Restricted Commercial,Med D. Rest Com,162662.25528,2481.51400173,18708.505859375,843.254940157209
595,3,Low Density Multifamily Residential,Low D. MF Res,8699.02084351,450.186409781,1000.34375,152.895870828086
596,3,Low Density Multifamily Residential,Low D. MF Res,80590.6552429,1277.8154446,9267.521484375,432.773144106568
597,3,Low Density Multifamily Residential,Low D. MF Res,8287.45504761,426.771203686,953.01171875,144.927321069748
598,7,Medium Density Restricted Commercial,Med D. Rest Com,133558.765839,1899.39245224,15366.92578125,644.512875622643
599,12,Light Industrial,Light Industria,433648.980499,4744.78778643,49933.794921875,1608.90502877768
600,7,Medium Density Restricted Commercial,Med D. Rest Com,1929153.48291,8104.64343052,222139.814453125,2747.57639487408
601,7,Medium Density Restricted Commercial,Med D. Rest Com,32135.8271484,733.056280607,3700.08203125,248.603869522594
602,8,Restricted Commercial,Restricted Com.,109100.676361,1435.60883881,12554.32421875,487.513467133422
603,6,Low Density Restricted Commercial,Low D. Rest Com,118696.374084,1537.55951745,13654.25390625,521.979581620696
604,6,Low Density Restricted Commercial,Low D. Rest Com,194699.49881,2455.58816744,22396.17578125,833.797770844089
605,3,Low Density Multifamily Residential,Low D. MF Res,55526.9182739,1060.52165921,6386.892578125,359.333543710331
606,6,Low Density Restricted Commercial,Low D. Rest Com,49658.4907837,1555.17651661,5711.58203125,528.436318530936
607,6,Low Density Restricted Commercial,Low D. Rest Com,42742.7409363,1402.82654866,4915.939453125,476.806078610334
608,6,Low Density Restricted Commercial,Low D. Rest Com,353830.702698,3148.17679499,40680.34765625,1069.0984879221
609,8,Restricted Commercial,Restricted Com.,541795.618683,3646.48903792,62393.888671875,1236.58909713489
610,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",331180.252441,2340.1025684,38133.666015625,794.22149661832
611,12,Light Industrial,Light Industria,813800.408478,10951.1758315,93721.794921875,3725.92340840991
612,7,Medium Density Restricted Commercial,Med D. Rest Com,95806.6448669,1290.08491807,11024.318359375,437.849979539274
613,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",475835.412933,3656.44424714,54741.890625,1239.37578602085
614,8,Restricted Commercial,Restricted Com.,1203218.24103,9180.83025823,138557.6953125,3116.05982689062
615,6,Low Density Restricted Commercial,Low D. Rest Com,16171.1864929,508.740909513,1860.427734375,172.553675195337
616,6,Low Density Restricted Commercial,Low D. Rest Com,10225.9221191,436.358743205,1176.095703125,147.829526083522
617,3,Low Density Multifamily Residential,Low D. MF Res,81083.785675,1250.18587122,9336.822265625,424.438051041763
618,6,Low Density Restricted Commercial,Low D. Rest Com,72389.8649902,1480.54426364,8327.75390625,503.11163070067
619,7,Medium Density Restricted Commercial,Med D. Rest Com,161419.289093,2312.27943726,18571.044921875,784.334094848614
620,12,Light Industrial,Light Industria,8760.41635132,455.104229599,1008.734375,154.671549523934
621,13,Industrial,Industrial,502703.103607,3461.8193041,57845.435546875,1174.25669475814
622,13,Industrial,Industrial,176838.252502,2125.44655527,20349.298828125,722.126909924206
623,12,Light Industrial,Light Industria,24576.9342957,1013.16150118,2828.21875,344.389483237234
624,4,Medium Density Multifamily Residential,Med D. MF Res.,84777.8284302,1351.86001682,9756.970703125,457.985734704601
625,9,General Commercial,General Com.,49896.2681885,992.062994448,5742.47265625,336.153673397447
626,4,Medium Density Multifamily Residential,Med D. MF Res.,3450134.99149,10639.3313842,396876.9921875,3607.0672823853
627,6,Low Density Restricted Commercial,Low D. Rest Com,39996.9292603,825.095006074,4600.578125,279.608386108991
628,4,Medium Density Multifamily Residential,Med D. MF Res.,365446.017151,2782.10470077,42047.140625,943.778182034048
629,9,General Commercial,General Com.,269212.089386,3372.55270007,30950.169921875,1142.95754269369
630,9,General Commercial,General Com.,418137.113556,4445.43331622,48071.734375,1507.73269520633
631,4,Medium Density Multifamily Residential,Med D. MF Res.,402630.092773,4278.16185569,46338.501953125,1451.13314586437
632,7,Medium Density Restricted Commercial,Med D. Rest Com,586605.98175,5385.80674836,67519.259765625,1830.42690653281
633,4,Medium Density Multifamily Residential,Med D. MF Res.,46409.9883728,874.606607748,5343.931640625,296.634564791204
634,4,Medium Density Multifamily Residential,Med D. MF Res.,762510.694458,4615.53416377,87805.857421875,1566.7203146768
635,4,Medium Density Multifamily Residential,Med D. MF Res.,257885.158234,2131.37733208,29678.099609375,723.642829766833
636,14,Public Parks and Recreation,Recreation,134981.904938,1501.2525592,15542.5234375,509.619676970059
637,4,Medium Density Multifamily Residential,Med D. MF Res.,19161.0428162,860.350833071,2204.396484375,292.405298547755
638,4,Medium Density Multifamily Residential,Med D. MF Res.,13570.9828491,620.978820536,1561.345703125,210.978235268241
639,9,General Commercial,General Com.,337027.655304,4402.15410062,38812.732421875,1491.33347617332
640,9,General Commercial,General Com.,209372.716858,3080.01007792,24098.5234375,1047.13887334503
641,4,Medium Density Multifamily Residential,Med D. MF Res.,126742.427002,2109.15963466,14591.779296875,716.615076190542
642,4,Medium Density Multifamily Residential,Med D. MF Res.,222260.29715,4934.35835433,25593.85546875,1674.86711622565
643,4,Medium Density Multifamily Residential,Med D. MF Res.,18051.5678101,2035.75751374,2076.62890625,688.675664212864
644,4,Medium Density Multifamily Residential,Med D. MF Res.,10014.3500366,525.456541507,1152.03515625,177.907279647404
645,4,Medium Density Multifamily Residential,Med D. MF Res.,528610.686981,4695.47044225,60889.1328125,1593.80685036525
646,4,Medium Density Multifamily Residential,Med D. MF Res.,1202873.98343,4875.38618317,138493.310546875,1654.25311253387
647,2,Duplex - Residential,Duplex Res.,2278972.57373,14239.584783,262410.328125,4830.37194346125
648,9,General Commercial,General Com.,68958.2742615,2889.92550833,7935.744140625,982.137227218703
649,9,General Commercial,General Com.,1333600.09854,6629.43571805,153481.54296875,2252.82781786489
650,8,Restricted Commercial,Restricted Com.,344824.194397,5476.37411989,39697.876953125,1862.67259392185
651,2,Duplex - Residential,Duplex Res.,2994765.69025,7902.61519321,344673.564453125,2678.75251988618
652,2,Duplex - Residential,Duplex Res.,1334354.85199,4991.01867594,153574.201171875,1693.45112162412
653,4,Medium Density Multifamily Residential,Med D. MF Res.,1183703.55331,7125.30797599,136247.375,2418.28359736965
654,4,Medium Density Multifamily Residential,Med D. MF Res.,608108.650208,3155.11115761,69987.416015625,1070.80556108494
655,8,Restricted Commercial,Restricted Com.,131198.086853,2417.37700025,15100.873046875,821.82153108568
656,4,Medium Density Multifamily Residential,Med D. MF Res.,304635.318207,2419.7030577,35037.646484375,821.484560045099
657,4,Medium Density Multifamily Residential,Med D. MF Res.,7879.68771362,365.114323008,906.3125,123.902700866547
658,4,Medium Density Multifamily Residential,Med D. MF Res.,11352.4792175,529.805128086,1305.810546875,179.880890034648
659,4,Medium Density Multifamily Residential,Med D. MF Res.,3226406.64838,8844.64473775,371141.08984375,2998.69089071837
660,1,Single Family - Residential,Single Fam. Res,11179321.3678,16523.1328014,1286108.38085938,5596.74117946955
661,2,Duplex - Residential,Duplex Res.,1031811.96603,10685.4980631,118691.23828125,3622.18664585447
662,8,Restricted Commercial,Restricted Com.,19439.5245972,678.377188526,2236.466796875,230.005124994781
663,8,Restricted Commercial,Restricted Com.,2633312.09476,17651.136438,303186.263671875,5998.18207616982
664,9,General Commercial,General Com.,10454.6697693,1459.99571669,1203.078125,494.808694870237
665,2,Duplex - Residential,Duplex Res.,351689.462982,2801.71389298,40458.34765625,949.129507738511
666,2,Duplex - Residential,Duplex Res.,86519.999939,1554.72812287,9953.3046875,527.017358641209
667,4,Medium Density Multifamily Residential,Med D. MF Res.,290070.438446,3541.53150509,33378.42578125,1200.39829302591
668,13,Industrial,Industrial,619453.876556,7198.57685486,71291.70703125,2438.36164712967
669,13,Industrial,Industrial,5673585.92719,23834.0196288,652946.232421875,8076.05641281586
670,2,Duplex - Residential,Duplex Res.,203603.190155,1896.26735031,23418.861328125,642.628135032685
671,2,Duplex - Residential,Duplex Res.,304619.738861,3964.02906562,35037.78125,1342.25911864307
672,9,General Commercial,General Com.,372823.635468,2523.75014558,42903.42578125,856.169456376168
673,4,Medium Density Multifamily Residential,Med D. MF Res.,2197975.11862,7195.77224938,252980.955078125,2440.98773853404
674,2,Duplex - Residential,Duplex Res.,1648849.43246,6810.17573723,189816.162109375,2312.79220533988
675,2,Duplex - Residential,Duplex Res.,39012.1854553,1169.74372763,4491.626953125,396.872119322586
676,2,Duplex - Residential,Duplex Res.,356097.097137,2810.81620865,40999.03515625,952.39632071159
677,7,Medium Density Restricted Commercial,Med D. Rest Com,87161.9915161,1269.85874755,10036.998046875,430.62171499586
678,6,Low Density Restricted Commercial,Low D. Rest Com,461505.145416,7161.95522664,53120.314453125,2434.34733608608
679,7,Medium Density Restricted Commercial,Med D. Rest Com,577567.261505,4949.98225362,66504.94921875,1681.77141222153
680,1,Single Family - Residential,Single Fam. Res,16987563.7003,22848.6097924,1954091.27148438,7740.34368799064
681,9,General Commercial,General Com.,158816.361145,1979.96820403,18292.55859375,671.915732717295
682,2,Duplex - Residential,Duplex Res.,2715150.78427,9483.45803015,312521.869140625,3217.58124693565
683,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",182646.364227,2450.42271572,21023.544921875,832.980934817908
684,13,Industrial,Industrial,529944.09671,3480.21112936,60994.119140625,1182.05628723886
685,13,Industrial,Industrial,473529.365997,4186.24710894,54506.201171875,1422.83614687139
686,1,Single Family - Residential,Single Fam. Res,8179498.11328,13963.5645565,942181.771484375,4736.02885752657
687,1,Single Family - Residential,Single Fam. Res,4745881.43527,10771.7175169,545915.166015625,3654.65227332663
688,1,Single Family - Residential,Single Fam. Res,1663060.76266,7203.99211456,191466.369140625,2444.59398321486
689,9,General Commercial,General Com.,2951738.09314,15560.8642197,339653.62890625,5281.86130407047
690,8,Restricted Commercial,Restricted Com.,1969212.57596,8229.27451388,226581.80859375,2793.14852065833
691,12,Light Industrial,Light Industria,1019646.06293,6025.11870362,117437.853515625,2046.47183654876
692,1,Single Family - Residential,Single Fam. Res,14329499.7487,20643.5826435,1648327.86523438,6995.30044029791
693,2,Duplex - Residential,Duplex Res.,3538328.43155,14559.5778678,407474.615234375,4938.12400814582
694,2,Duplex - Residential,Duplex Res.,5504889.70407,11435.0349677,633621.697265625,3880.03602905604
695,2,Duplex - Residential,Duplex Res.,2419740.67532,12087.2097095,278271.408203125,4097.08501529037
696,2,Duplex - Residential,Duplex Res.,6606418.91837,15719.4352968,759490.59765625,5325.16482907556
697,4,Medium Density Multifamily Residential,Med D. MF Res.,2890149.74551,11138.7274502,332499.158203125,3778.45976016874
698,9,General Commercial,General Com.,72711.9000244,1200.30768643,8364.5390625,406.622302044778
699,5,High Density Multifamily Residential,High D. MF Res.,1503191.63934,7510.98036394,172976.59375,2551.09345826767
700,2,Duplex - Residential,Duplex Res.,1156600.48508,7068.88654057,133181.697265625,2395.96063881322
701,1,Single Family - Residential,Single Fam. Res,5790981.04883,11762.091597,666675.0078125,3994.17950410836
702,1,Single Family - Residential,Single Fam. Res,9144561.30518,15338.543466,1053190.515625,5206.29030877056
703,1,Single Family - Residential,Single Fam. Res,7568251.17014,14430.4496817,871285.203125,4897.54478167725
704,9,General Commercial,General Com.,1912170.08859,12137.4131789,220109.25,4113.10087541376
705,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",195213.181152,2497.11828598,22461.1875,846.162658026429
706,8,Restricted Commercial,Restricted Com.,94318.9816284,1659.04681164,10844.404296875,563.054232167765
707,8,Restricted Commercial,Restricted Com.,1273619.70688,9775.33368046,146445.984375,3318.15715788217
708,10,Central Business District,CBD,8222740.58206,23778.7236634,945950.234375,8062.59124751018
709,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",24583.5464478,801.280663241,2828.82421875,272.244605102311
710,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",13091730.8583,16221.2893069,1506498.34765625,5501.43544982693
711,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",21240100.9642,27582.2726019,2443381.13085938,9339.94860122344
712,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",159929.468384,2326.85957325,18401.787109375,790.213058892524
713,8,Restricted Commercial,Restricted Com.,10167.3035278,430.87810546,1169.09375,146.250485778196
714,4,Medium Density Multifamily Residential,Med D. MF Res.,7077.0071106,377.764776686,814.92578125,128.348432768496
715,8,Restricted Commercial,Restricted Com.,50083.381012,1007.51097254,5760.8671875,341.392890608716
716,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",112137.283081,1363.4469565,12903.96875,462.283804790596
717,7,Medium Density Restricted Commercial,Med D. Rest Com,382427.483368,2747.11519746,44007.0390625,931.484399479583
718,13,Industrial,Industrial,470373.312805,3199.69932313,54126.068359375,1085.7152575417
719,13,Industrial,Industrial,556046.677429,3272.83487677,63982.12890625,1109.39742948086
720,1,Single Family - Residential,Single Fam. Res,2931828.27704,12236.6741787,337168.779296875,4147.22529826222
721,4,Medium Density Multifamily Residential,Med D. MF Res.,583872.355774,5660.9110092,67146.369140625,1918.58323697827
722,4,Medium Density Multifamily Residential,Med D. MF Res.,284129.821106,3136.64466169,32676.984375,1063.05150965666
723,14,Public Parks and Recreation,Recreation,45444.8440247,857.036896728,5226.36328125,290.644430125806
724,7,Medium Density Restricted Commercial,Med D. Rest Com,36696.7276611,811.644531444,4218.658203125,274.94645423604
725,2,Duplex - Residential,Duplex Res.,337404.95874,2833.09813397,38787.56640625,960.166701118607
726,7,Medium Density Restricted Commercial,Med D. Rest Com,16061.8198853,507.688704599,1846.46484375,172.161097922626
727,1,Single Family - Residential,Single Fam. Res,11195875.5081,20166.8833209,1287405.40234375,6832.05314317941
728,14,Public Parks and Recreation,Recreation,18031.6873474,564.500184583,2073.458984375,191.581938566245
729,7,Medium Density Restricted Commercial,Med D. Rest Com,485067.077759,3763.61364647,55836.734375,1276.20131893514
730,9,General Commercial,General Com.,24325.5259399,624.885605074,2800.119140625,212.041551789057
731,8,Restricted Commercial,Restricted Com.,377621.879486,2796.43201032,43441.0546875,947.472108128028
732,8,Restricted Commercial,Restricted Com.,1038571.59387,8440.88806193,119387.869140625,2858.79720722281
733,7,Medium Density Restricted Commercial,Med D. Rest Com,54412.7717896,1133.56200145,6254.84375,383.738047810623
734,6,Low Density Restricted Commercial,Low D. Rest Com,6569.24261475,330.805667922,755.1640625,112.099225576835
735,6,Low Density Restricted Commercial,Low D. Rest Com,12910.3551941,551.543671773,1484.09375,186.714001114018
736,6,Low Density Restricted Commercial,Low D. Rest Com,8389.28024292,396.816880739,964.38671875,134.414380847443
737,6,Low Density Restricted Commercial,Low D. Rest Com,3216.44805908,228.986639715,369.744140625,77.6667766317085
738,6,Low Density Restricted Commercial,Low D. Rest Com,10740.6988525,453.858912935,1234.69140625,153.712593418925
739,7,Medium Density Restricted Commercial,Med D. Rest Com,24664.3493958,849.768888661,2835.23828125,287.582251350759
740,4,Medium Density Multifamily Residential,Med D. MF Res.,18269.270874,815.109572647,2100.09375,275.798243478091
741,8,Restricted Commercial,Restricted Com.,2249.50094604,189.898130627,258.587890625,64.3824143446283
742,2,Duplex - Residential,Duplex Res.,813355.025024,3835.56699795,93652.087890625,1302.06352577811
743,9,General Commercial,General Com.,5405.62557983,312.169613926,622.41015625,106.030977274264
744,7,Medium Density Restricted Commercial,Med D. Rest Com,20851.8779907,579.90848156,2400.41796875,196.713573336286
745,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",125311.158813,1682.0284421,14404.537109375,570.443338279944
746,1,Single Family - Residential,Single Fam. Res,31025427.5409,32834.7513746,3565916.9453125,11129.7956276029
747,6,Low Density Restricted Commercial,Low D. Rest Com,11332.947052,425.593812514,1302.70703125,144.315880089577
748,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",232814.279785,2178.02474449,26781.09375,739.269411130455
749,8,Restricted Commercial,Restricted Com.,84416.7476196,1337.83498342,9710.794921875,453.682725694333
750,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",148962.237976,1773.34399611,17147.189453125,602.475158028365
751,14,Public Parks and Recreation,Recreation,71877.4561157,1075.86425103,8278.712890625,365.086152261459
752,4,Medium Density Multifamily Residential,Med D. MF Res.,696432.936584,10049.9086256,80210.5703125,3415.54108295128
753,1,Single Family - Residential,Single Fam. Res,93944.2858582,1405.65644662,10820.28515625,476.814478174912
754,7,Medium Density Restricted Commercial,Med D. Rest Com,22956.7757568,612.677704783,2642.7265625,207.79435219829
755,4,Medium Density Multifamily Residential,Med D. MF Res.,236506.42514,3436.94440366,27227.123046875,1168.71250772249
756,7,Medium Density Restricted Commercial,Med D. Rest Com,6842.53387451,353.812372985,787.703125,120.161108251801
757,2,Duplex - Residential,Duplex Res.,1898675.00488,8667.72918863,218559.431640625,2936.13205906636
758,14,Public Parks and Recreation,Recreation,721175.340698,3839.30212335,83015.546875,1301.78806566878
759,8,Restricted Commercial,Restricted Com.,50606.4365845,1114.7640297,5817.33984375,377.349456856417
760,14,Public Parks and Recreation,Recreation,12498.6609802,459.675408198,1436.755859375,155.949592827349
761,1,Single Family - Residential,Single Fam. Res,3725703.44925,11421.5764898,428571.990234375,3873.01617164975
762,2,Duplex - Residential,Duplex Res.,78296.8624878,1195.97092348,9006.509765625,405.99792854186
763,6,Low Density Restricted Commercial,Low D. Rest Com,21279.6493225,799.731335803,2446.181640625,270.689161561702
764,1,Single Family - Residential,Single Fam. Res,2017463.51349,8346.13139482,231920.58203125,2827.77580604523
765,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",5825900.36234,9826.14209888,669910.005859375,3331.85710092577
766,15,Conservation,Conservation,7785854.72061,38847.1895987,895240.28125,13176.1306326243
767,15,Conservation,Conservation,490042.538147,2981.92187487,56349.951171875,1012.25629118192
768,14,Public Parks and Recreation,Recreation,1832104.35147,11731.9934586,210660.978515625,3977.50891175281
769,15,Conservation,Conservation,970310.985687,7776.53217775,111572.69140625,2637.54165262501
770,14,Public Parks and Recreation,Recreation,129497.654785,1467.07200852,14890.03125,497.177184149015
771,14,Public Parks and Recreation,Recreation,13390956.1429,36467.5565128,1539607.72851563,12360.1691241749
772,2,Duplex - Residential,Duplex Res.,4860408.04214,16847.5268515,559040.62109375,5707.88273280481
773,7,Medium Density Restricted Commercial,Med D. Rest Com,134091.172302,1495.3465944,15428.474609375,506.947835982933
774,9,General Commercial,General Com.,49414.5913696,928.735298909,5685.61328125,315.27592723894
775,2,Duplex - Residential,Duplex Res.,2354949.48599,7798.75488668,270836.28515625,2642.543481882
776,2,Duplex - Residential,Duplex Res.,1096707.74097,5736.986014,126119.51953125,1942.45139110812
777,6,Low Density Restricted Commercial,Low D. Rest Com,9019.43283081,484.949006081,1037.2109375,164.372289137595
778,6,Low Density Restricted Commercial,Low D. Rest Com,8356.05267334,435.513808967,961.138671875,147.487290333816
779,3,Low Density Multifamily Residential,Low D. MF Res,373082.949982,4721.44922066,42913.27734375,1597.77090944928
780,14,Public Parks and Recreation,Recreation,22497.7134094,651.907153949,2587.716796875,221.182622679101
781,14,Public Parks and Recreation,Recreation,160555.19278,3061.05050877,18487.576171875,1038.65821366606
782,8,Restricted Commercial,Restricted Com.,8668.24713135,711.412966635,998.12890625,241.408754213972
783,4,Medium Density Multifamily Residential,Med D. MF Res.,289680.395874,2259.56605807,33355.666015625,767.09100401561
784,7,Medium Density Restricted Commercial,Med D. Rest Com,60035.2867432,1541.08209315,6912.869140625,523.956970079755
785,2,Duplex - Residential,Duplex Res.,3451025.05511,11564.9627378,397360.57421875,3921.93604580908
786,6,Low Density Restricted Commercial,Low D. Rest Com,13685.9450989,474.576837667,1575.86328125,161.110800768926
787,14,Public Parks and Recreation,Recreation,5200.39868164,383.213481408,598.25,130.207206126927
788,1,Single Family - Residential,Single Fam. Res,1331345.90927,5697.31277185,153179.009765625,1931.3355022345
789,14,Public Parks and Recreation,Recreation,103661.033783,1356.64761907,11926.22265625,460.394083747262
790,1,Single Family - Residential,Single Fam. Res,2761822.8847,9804.86133066,317732.791015625,3327.21419138562
791,2,Duplex - Residential,Duplex Res.,13251.3129883,464.899702161,1524.537109375,157.635770560978
792,1,Single Family - Residential,Single Fam. Res,12627542.4848,20646.1772134,1453837.33203125,7009.68354004358
793,6,Low Density Restricted Commercial,Low D. Rest Com,5850.00811768,377.618252701,673.55859375,128.337827495873
794,1,Single Family - Residential,Single Fam. Res,31967284.2254,48574.9253024,3676538.6328125,16467.3576667529
795,14,Public Parks and Recreation,Recreation,15355.6786804,599.229354411,1766.119140625,203.183364478432
796,8,Restricted Commercial,Restricted Com.,8858338.52466,17029.9576681,1018889.34960938,5778.64683501721
797,6,Low Density Restricted Commercial,Low D. Rest Com,6424.69326782,366.552091332,739.90234375,124.562137268667
798,8,Restricted Commercial,Restricted Com.,79510.6561279,1358.6145861,9141.060546875,460.690289627942
799,14,Public Parks and Recreation,Recreation,583538.694244,4232.79712634,67199.61328125,1435.08569042355
800,4,Medium Density Multifamily Residential,Med D. MF Res.,1328041.28375,5818.17160789,152929.703125,1975.38522068496
801,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",37208.9175415,807.005268116,4279.359375,273.610137548756
802,3,Low Density Multifamily Residential,Low D. MF Res,83361.3923645,1301.40176586,9587.345703125,441.429689946326
803,2,Duplex - Residential,Duplex Res.,5606959.31,11081.5877495,645051.87109375,3758.84103878679
804,6,Low Density Restricted Commercial,Low D. Rest Com,83792.6184387,1336.63313366,9640.142578125,453.981534711106
805,10,Central Business District,CBD,77749.0798645,1607.25103299,8944.517578125,546.222837132344
806,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",2277090.38904,7864.65306551,261967.490234375,2669.24714779995
807,2,Duplex - Residential,Duplex Res.,2992618.94238,11254.512241,344651.087890625,3824.03221167615
808,6,Low Density Restricted Commercial,Low D. Rest Com,13209.107666,529.157380455,1521.25,179.738467281234
809,8,Restricted Commercial,Restricted Com.,6649360.75787,24370.0775405,764887.263671875,8265.88579539463
810,7,Medium Density Restricted Commercial,Med D. Rest Com,3886254.85892,8040.71286678,447043.25,2726.18709091985
811,4,Medium Density Multifamily Residential,Med D. MF Res.,107802.628448,1452.24438324,12416.958984375,492.63170340525
812,8,Restricted Commercial,Restricted Com.,11098.6002808,470.038415265,1278.361328125,159.710800589396
813,1,Single Family - Residential,Single Fam. Res,1169081.79865,4843.46411737,134589.712890625,1645.19429889989
814,7,Medium Density Restricted Commercial,Med D. Rest Com,117412.615997,1397.52797965,13516.3515625,473.876853542094
815,4,Medium Density Multifamily Residential,Med D. MF Res.,666348.532227,4385.7857386,76748.9921875,1488.05126088051
816,8,Restricted Commercial,Restricted Com.,6026078.07178,31364.8366952,694064,10650.0694885997
817,14,Public Parks and Recreation,Recreation,47518.0180664,879.935013155,5473.14453125,298.487209351448
818,13,Industrial,Industrial,2164411.81857,7240.26782492,249089.509765625,2454.07680444273
819,12,Light Industrial,Light Industria,596110.921234,4980.34484616,68600.08203125,1688.62516539969
820,12,Light Industrial,Light Industria,351635.40152,3397.43807826,40467.35546875,1154.32474595527
821,12,Light Industrial,Light Industria,201775.281464,2564.58436859,23221.16015625,870.649958420759
