FID,FLU,FLUDESC,FLUSHRTDEC,SHAPE_STAr,SHAPE_STLe,Shape__Area,Shape__Length
1,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",46677.960907,921.580802169,5370.408203125,312.860617444779
2,1,Single Family - Residential,Single Fam. Res,5293504.85944,14971.4481944,609066.7890625,5076.96032348801
3,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",1359113.36591,6654.52925466,156519.490234375,2257.96875610828
4,4,Medium Density Multifamily Residential,Med D. MF Res.,1429558.81174,7665.76635143,164623.931640625,2599.96047493644
5,4,Medium Density Multifamily Residential,Med D. MF Res.,417892.266327,2666.83732496,48123.705078125,904.380029246524
6,14,Public Parks and Recreation,Recreation,583101.210144,3279.9406634,67147.029296875,1114.1248885923
7,1,Single Family - Residential,Single Fam. Res,2120889.73972,6271.9869417,244232.65625,2127.01530024095
8,4,Medium Density Multifamily Residential,Med D. MF Res.,51448.973938,977.608955143,5925.859375,332.198844569334
9,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",424395.205017,2732.8291248,48879.79296875,927.390424061234
10,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",72364.2509766,1160.24816069,8332.705078125,393.873695490567
11,14,Public Parks and Recreation,Recreation,54917.7965698,1120.59508984,6323.845703125,379.701640209908
12,9,General Commercial,General Com.,404621.813324,3357.14395242,46587.294921875,1137.29369468793
13,14,Public Parks and Recreation,Recreation,79499.1400757,1343.53053981,9153.17578125,455.877633596207
14,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",1808433.59454,7964.7576739,208209.6640625,2701.19783667343
15,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",177594.754242,1864.26087637,20446.515625,631.82848250589
16,14,Public Parks and Recreation,Recreation,36406.2179871,808.920599147,4191.40234375,274.720065093816
17,14,Public Parks and Recreation,Recreation,57862.4378052,964.236178519,6661.537109375,327.228016881757
18,1,Single Family - Residential,Single Fam. Res,591415.966125,3100.18129951,68080.677734375,1051.49891228502
19,14,Public Parks and Recreation,Recreation,295142.49707,2493.63556655,33974.783203125,846.284053613573
20,8,Restricted Commercial,Restricted Com.,52144.4763794,922.342750705,6002.50390625,313.053436681367
21,14,Public Parks and Recreation,Recreation,45471.0765381,862.745467944,5234.189453125,292.763767046323
22,9,General Commercial,General Com.,22822.6340332,658.661768269,2627.115234375,223.689744344426
23,8,Restricted Commercial,Restricted Com.,101493.145233,1417.31826734,11682.9921875,481.4411569549
24,8,Restricted Commercial,Restricted Com.,208194.861938,3006.53772288,23965.384765625,1017.8457252285
25,14,Public Parks and Recreation,Recreation,261326.433197,2138.68323428,30080.310546875,725.167492307906
26,8,Restricted Commercial,Restricted Com.,277053.507019,4005.20831045,31891.025390625,1357.61769734594
27,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",479318.963806,2957.8608424,55171.443359375,1003.28039061593
28,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",238330.327484,2052.47698842,27432.185546875,695.756663183073
29,9,General Commercial,General Com.,1377430.15137,7123.45663476,158504.3359375,2420.26282444268
30,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",175390.222656,1832.20376385,20187.259765625,620.916118328217
31,9,General Commercial,General Com.,447891.271729,3335.88760333,51551.15625,1129.89880397107
32,14,Public Parks and Recreation,Recreation,105572.678467,1300.33138492,12151.318359375,441.184621235997
33,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",732757.55365,4011.77972514,84335.51171875,1359.76762662454
34,8,Restricted Commercial,Restricted Com.,159934.981537,2142.41129151,18407.0390625,727.931354085092
35,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",452195.786804,3349.58733905,52042.14453125,1134.49259283072
36,14,Public Parks and Recreation,Recreation,91529.4353333,1280.82849854,10533.13671875,434.739018437852
37,9,General Commercial,General Com.,217463.881042,2620.3072504,25025.580078125,888.293846056547
38,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",120201.276001,1452.26202592,13832.400390625,493.05052164042
39,1,Single Family - Residential,Single Fam. Res,9356792.01492,13970.0380596,1076708.62109375,4737.33894447183
40,14,Public Parks and Recreation,Recreation,20149.8097229,664.751761117,2318.81640625,225.203977858759
41,4,Medium Density Multifamily Residential,Med D. MF Res.,561331.994507,3883.02330148,64595.845703125,1318.10811176047
42,13,Industrial,Industrial,180362.031372,2034.422027,20755.126953125,689.517856221412
43,1,Single Family - Residential,Single Fam. Res,1184208.0434,4362.752422,136266.5859375,1478.08635509421
44,4,Medium Density Multifamily Residential,Med D. MF Res.,131098.400604,1548.45718557,15085.53125,525.20678229307
45,4,Medium Density Multifamily Residential,Med D. MF Res.,378100.068787,2793.2666241,43507.525390625,946.204993581355
46,1,Single Family - Residential,Single Fam. Res,814096.761536,3615.57258139,93678.845703125,1226.59909762046
47,14,Public Parks and Recreation,Recreation,43366.2911072,905.006160152,4990.224609375,306.984633389972
48,1,Single Family - Residential,Single Fam. Res,1114272.75787,4289.99154155,128212.572265625,1454.35588479898
49,14,Public Parks and Recreation,Recreation,545823.041901,4142.87242945,62802.8671875,1403.42163990314
50,2,Duplex - Residential,Duplex Res.,7405.86398315,354.804969572,852.11328125,120.281146461451
51,8,Restricted Commercial,Restricted Com.,221237.613434,2387.48725421,25455.453125,809.627785420717
52,14,Public Parks and Recreation,Recreation,1322636.52393,6074.99536813,152272.990234375,2060.62147873268
53,14,Public Parks and Recreation,Recreation,1163544.17432,6569.1585184,134017.958984375,2227.29900844538
54,14,Public Parks and Recreation,Recreation,199103.097961,1961.78109453,22926.9140625,665.094209495705
55,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",101838.817871,1643.81949665,11726.833984375,556.854926503724
56,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",358542.816803,2816.38718975,41283.775390625,954.547493291154
57,14,Public Parks and Recreation,Recreation,82725.3117981,1576.13031725,9524.70703125,533.822358487677
58,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",1081043.77124,4604.96087013,124389.376953125,1562.11263087772
59,8,Restricted Commercial,Restricted Com.,4265497.46375,14807.4791877,490775.326171875,5022.6906596311
60,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",90350.3542175,1449.07678297,10393.677734375,490.917439123404
61,10,Central Business District,CBD,3771.80221558,256.011860314,433.890625,86.8898023275445
62,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",598810.94458,3208.40029332,68882.4375,1088.9423744799
63,14,Public Parks and Recreation,Recreation,52301.0514221,1009.56896031,6016.345703125,342.823176129149
64,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",102983.204224,1285.18136946,11846.52734375,435.964052179041
65,13,Industrial,Industrial,81504.846283,1301.47511133,9375.591796875,441.601220460186
66,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",53473.8335571,1034.1866159,6151.166015625,350.468909707376
67,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",441244.83316,3322.06049159,50755.513671875,1124.8233465083
68,9,General Commercial,General Com.,103833.151611,1511.4547118,11943.525390625,511.896334953323
69,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",84943.8155212,1163.31703931,9770.83984375,394.564272136055
70,2,Duplex - Residential,Duplex Res.,292594.657715,2314.52212411,33654.45703125,785.723903479605
71,2,Duplex - Residential,Duplex Res.,3127130.70584,12398.0250724,359652.392578125,4206.1065447804
72,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",216310.287994,1983.58352405,24879.86328125,673.359516732359
73,14,Public Parks and Recreation,Recreation,111037.860077,1484.70011331,12771.38671875,503.426260201585
74,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",43380.6271362,846.16655746,4989.576171875,287.110300300811
75,14,Public Parks and Recreation,Recreation,61596.2887268,1237.93567276,7084.75,419.478030471596
76,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",46123.4773254,860.288050742,5305.146484375,291.733806319963
77,8,Restricted Commercial,Restricted Com.,240475.087952,2416.78307131,27657.994140625,820.174530338235
78,2,Duplex - Residential,Duplex Res.,267684.011658,2527.3187094,30788.30859375,855.777877487154
79,8,Restricted Commercial,Restricted Com.,8343.28335571,431.117423695,959.619140625,146.422803893685
80,14,Public Parks and Recreation,Recreation,125748.719788,1448.17408324,14463.078125,490.874129385845
81,1,Single Family - Residential,Single Fam. Res,2409570.90762,6794.88051958,277132.716796875,2302.51987698574
82,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",398514.477966,3223.4163961,45834.7578125,1092.27547796172
83,1,Single Family - Residential,Single Fam. Res,424283.773529,3107.65560021,48799.458984375,1052.40975108366
84,15,Conservation,Conservation,418276.741699,2956.76604305,48106.0546875,1002.37431250917
85,14,Public Parks and Recreation,Recreation,186399.7771,1747.44499457,21438.12109375,592.88496761256
86,8,Restricted Commercial,Restricted Com.,28970.3786621,719.387510241,3331.890625,243.757093606383
87,15,Conservation,Conservation,93684.0940857,1319.20051796,10774.119140625,447.440835457559
88,14,Public Parks and Recreation,Recreation,459337.113617,2711.0762585,52826.158203125,919.409513438102
89,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",405292.305267,2571.63505049,46609.390625,871.784147898065
90,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",367118.809631,2434.08951118,42219.375,825.241759464672
91,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",46910.7315674,867.201040261,5394.689453125,294.076363948971
92,1,Single Family - Residential,Single Fam. Res,2054518.22678,10540.2629555,236248.6640625,3572.29466343071
93,15,Conservation,Conservation,715301.570221,5177.97609622,82253.3828125,1754.94812695258
94,15,Conservation,Conservation,1634.78131104,166.678558622,187.974609375,56.5171507792597
95,15,Conservation,Conservation,771.293121338,103.515442238,88.6875,35.0999447175144
96,15,Conservation,Conservation,1584.55514526,151.192322602,182.203125,51.2470336392057
97,15,Conservation,Conservation,8659.77722168,355.944076246,995.7578125,120.738090639205
98,15,Conservation,Conservation,250269.274994,2239.00825943,28776.927734375,759.317342782363
99,15,Conservation,Conservation,24769.8999634,1252.96736021,2848.146484375,425.432747323273
100,15,Conservation,Conservation,335.25982666,74.4836373376,38.552734375,25.2669695031003
101,15,Conservation,Conservation,110.314849854,38.6946708776,12.685546875,13.1251248217987
102,4,Medium Density Multifamily Residential,Med D. MF Res.,60755.1243591,1032.24110738,6986.05078125,350.312988276576
103,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",177825.150024,1866.12408748,20446.8359375,632.05423880129
104,4,Medium Density Multifamily Residential,Med D. MF Res.,995772.055176,10224.1289355,114497.234375,3460.47828063091
105,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",299057.409515,2498.00033485,34384.724609375,846.315481090493
106,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",215290.443451,1953.65404076,24753.3359375,663.017589054124
107,14,Public Parks and Recreation,Recreation,437959.725433,2678.02329939,50355.052734375,908.056472336889
108,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",504718.184052,2890.54235819,58029.4453125,980.432550820548
109,14,Public Parks and Recreation,Recreation,22989.1534424,636.904088092,2643.150390625,215.785157185827
110,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",392209.044434,2556.93626098,45093.326171875,867.258746949386
111,8,Restricted Commercial,Restricted Com.,897250.855072,6805.12797988,103156.390625,2304.04068417792
112,2,Duplex - Residential,Duplex Res.,532438.521942,3054.34408008,61211.65625,1036.34280347316
113,14,Public Parks and Recreation,Recreation,54572.541626,1029.06813606,6273.91796875,348.671479157529
114,4,Medium Density Multifamily Residential,Med D. MF Res.,24064.2220764,624.953361016,2766.521484375,211.906990904048
115,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",159102.668793,1774.66765298,18290.66796875,601.819743242405
116,14,Public Parks and Recreation,Recreation,265169.790802,2078.64908906,30483.630859375,705.039373062429
117,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",49322.3023682,962.854615845,5669.970703125,326.119839884049
118,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",198658.90213,2122.12287796,22836.947265625,720.030897199305
119,14,Public Parks and Recreation,Recreation,107090.16095,1309.38833264,12310.6796875,443.977393247912
120,14,Public Parks and Recreation,Recreation,224120.272919,2006.13366695,25762.9296875,680.749595403027
121,15,Conservation,Conservation,233689.580414,3128.60717863,26862.220703125,1060.57692991144
122,8,Restricted Commercial,Restricted Com.,88730.692688,1434.90723169,10199.419921875,486.53362504779
123,14,Public Parks and Recreation,Recreation,273483.777466,2165.56602895,31429.388671875,733.605484477048
124,14,Public Parks and Recreation,Recreation,3112527.84045,8617.63230568,358116.35546875,2923.40263213749
125,4,Medium Density Multifamily Residential,Med D. MF Res.,841779.335754,5770.82450597,96776.724609375,1956.45624827825
126,14,Public Parks and Recreation,Recreation,107314.395569,1732.09735857,12344.169921875,586.527512161099
127,8,Restricted Commercial,Restricted Com.,172478.597656,2276.23460987,19832.880859375,771.912483924982
128,15,Conservation,Conservation,364284.424744,3245.67769061,41893.51953125,1101.73267898687
129,15,Conservation,Conservation,633386.660309,3321.6689553,72838.478515625,1126.07719350067
130,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",228135.830139,2018.78269495,26246.068359375,684.144119364468
131,14,Public Parks and Recreation,Recreation,189120.862976,1777.53262181,21757.2578125,602.572832840763
132,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",191365.33075,1801.86501451,22013.662109375,610.743833289098
133,14,Public Parks and Recreation,Recreation,302393.022186,2412.03898904,34785.390625,819.054051742558
134,14,Public Parks and Recreation,Recreation,9881.03237915,412.906311241,1136.5625,140.14197831442
135,14,Public Parks and Recreation,Recreation,103219.726837,1680.44983047,11873.341796875,570.837148017929
136,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",61051.8579712,1106.91306424,7019.69921875,375.242033773262
137,1,Single Family - Residential,Single Fam. Res,340127.350098,2359.33371713,39099.552734375,800.238285556181
138,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",416929.146301,3627.38734191,47926.2890625,1228.29562026171
139,2,Duplex - Residential,Duplex Res.,903204.555725,4780.11117198,103841.419921875,1618.90258768116
140,4,Medium Density Multifamily Residential,Med D. MF Res.,630744.858673,5277.62489586,72517.974609375,1788.39616478369
141,8,Restricted Commercial,Restricted Com.,142244.450745,2585.47138051,16359.123046875,878.728317484086
142,1,Single Family - Residential,Single Fam. Res,4007295.40335,12469.1055846,460853.0859375,4226.94897229504
143,2,Duplex - Residential,Duplex Res.,2807987.71362,9894.98969108,323002.6171875,3355.31333947859
144,1,Single Family - Residential,Single Fam. Res,939947.302673,4010.17440868,108146.32421875,1360.97287633072
145,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",774252.689423,3748.51999442,89066.470703125,1271.85856262418
146,1,Single Family - Residential,Single Fam. Res,2566954.4342,9427.46042778,295242.87109375,3197.29965795901
147,8,Restricted Commercial,Restricted Com.,92567.9629211,1742.75659592,10648.283203125,592.033787981109
148,8,Restricted Commercial,Restricted Com.,880288.897339,6583.47798296,101286.77734375,2232.36449452906
149,14,Public Parks and Recreation,Recreation,169315.051086,1694.30110286,19480.140625,574.788926947603
150,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",544427.647705,3987.7839343,62637.509765625,1350.82475641675
151,4,Medium Density Multifamily Residential,Med D. MF Res.,31920.8614807,1411.65216457,3672.5234375,477.84665789392
152,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",3015690.90652,10235.2511824,346936.34765625,3471.83161586039
153,4,Medium Density Multifamily Residential,Med D. MF Res.,35375.983551,832.243807614,4070.033203125,281.961217135605
154,14,Public Parks and Recreation,Recreation,1020012.74017,5910.86097658,117345.0390625,2009.10860225072
155,2,Duplex - Residential,Duplex Res.,1093056.31729,5009.50475782,125748.068359375,1701.1763031458
156,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",655229.845978,3984.48230307,75379.115234375,1351.52060219313
157,9,General Commercial,General Com.,36532.1426392,1029.51330435,4199.7578125,348.774789501943
158,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",35287.6708984,753.709076584,4059.380859375,255.55321483453
159,4,Medium Density Multifamily Residential,Med D. MF Res.,24381.9878235,1019.60468096,2804.740234375,346.350694461619
160,14,Public Parks and Recreation,Recreation,75626.3088989,1287.2818536,8699.515625,436.702768103063
161,14,Public Parks and Recreation,Recreation,299338.893005,2240.24067178,34433.58203125,760.285379253019
162,14,Public Parks and Recreation,Recreation,49042.1799927,1045.18231665,5641.4453125,355.022492438151
163,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",133216.518646,1482.23542551,15323.822265625,502.491884617104
164,8,Restricted Commercial,Restricted Com.,2524216.16544,30332.2467955,290346.15625,10263.5786252914
165,2,Duplex - Residential,Duplex Res.,509199.063141,3243.00311853,58579.291015625,1100.97809168465
166,1,Single Family - Residential,Single Fam. Res,3504945.12238,9454.80816193,403226.283203125,3206.32561024502
167,9,General Commercial,General Com.,589708.022552,3092.26664367,67845.943359375,1049.3914988297
168,2,Duplex - Residential,Duplex Res.,340794.02124,2836.47926032,39202.603515625,963.527211401338
169,8,Restricted Commercial,Restricted Com.,1186976.20868,9005.42388225,136546.28515625,3049.61813034608
170,2,Duplex - Residential,Duplex Res.,6976696.08337,12977.2893573,802631.6640625,4399.10378019196
171,2,Duplex - Residential,Duplex Res.,3968609.69684,12178.4948647,456570.6796875,4130.56339605856
172,14,Public Parks and Recreation,Recreation,30158.3486328,933.419550474,3469.54296875,317.038679837773
173,2,Duplex - Residential,Duplex Res.,1804724.28149,5551.28617431,207836.494140625,1883.11832174329
174,1,Single Family - Residential,Single Fam. Res,2541905.41788,6463.25429267,292731,2192.32655949619
175,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",241430.907379,1991.64303181,27803.00390625,676.158028815113
176,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",162644.211304,1834.33754124,18729.84375,621.680581646774
177,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",916695.928345,4072.22788102,105534.986328125,1380.44197014685
178,13,Industrial,Industrial,558410.493927,4278.58688459,64251.00390625,1450.20420680541
179,2,Duplex - Residential,Duplex Res.,1374308.42313,6968.76915559,158137.982421875,2364.05352879259
180,1,Single Family - Residential,Single Fam. Res,836132.941589,5285.96087872,96212.505859375,1789.5340140124
181,8,Restricted Commercial,Restricted Com.,405263.721649,2581.89524995,46634.345703125,876.230133243787
182,2,Duplex - Residential,Duplex Res.,1594544.27902,6168.33649077,183655.056640625,2092.35558156491
183,2,Duplex - Residential,Duplex Res.,96002.0734558,3033.95347574,11057.046875,1032.20226841173
184,4,Medium Density Multifamily Residential,Med D. MF Res.,416450.725159,2626.01221713,47963.294921875,891.216132183086
185,4,Medium Density Multifamily Residential,Med D. MF Res.,1057599.20898,4795.18345123,121805.78125,1625.3446001558
186,2,Duplex - Residential,Duplex Res.,730700.884247,3696.81074276,84149.3046875,1255.4862300591
187,8,Restricted Commercial,Restricted Com.,8586406.5759,46433.8811697,988649.318359375,15754.961696242
188,2,Duplex - Residential,Duplex Res.,988877.400482,5963.13446137,113878.525390625,2027.57981409477
189,14,Public Parks and Recreation,Recreation,17502.18396,578.799971521,2015.3984375,196.361962116181
190,2,Duplex - Residential,Duplex Res.,379050.515411,2677.99794798,43649.640625,909.732119730515
191,1,Single Family - Residential,Single Fam. Res,2427690.40198,6938.26319588,279535.90234375,2354.76647551073
192,1,Single Family - Residential,Single Fam. Res,779132.932678,3725.55141372,89711.390625,1263.18501118889
193,2,Duplex - Residential,Duplex Res.,636637.223633,3487.88304218,73302.32421875,1182.28769672288
194,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",1390546.19492,5786.44095908,160121.697265625,1960.64922531944
195,4,Medium Density Multifamily Residential,Med D. MF Res.,35599.909729,760.116415056,4099.298828125,257.860634682075
196,2,Duplex - Residential,Duplex Res.,2033337.4595,6889.41008574,234106.029296875,2336.33950463513
197,14,Public Parks and Recreation,Recreation,18960.153656,552.366533617,2182.865234375,187.382620529129
198,5,High Density Multifamily Residential,High D. MF Res.,1236991.49298,4604.14120996,142382.361328125,1562.5321750882
199,9,General Commercial,General Com.,1143065.04779,7775.51942493,131658.494140625,2633.72964752096
200,14,Public Parks and Recreation,Recreation,1825985.21198,5891.88618342,210235.962890625,2000.39457698431
201,9,General Commercial,General Com.,1216635.63617,8704.36472913,140065.8515625,2960.11041462846
202,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",1133659.75732,4468.35561542,130497.11328125,1515.19239991472
203,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",136881.846954,1966.78785864,15755.138671875,667.875857065278
204,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",87713.5562744,1510.82862436,10096.763671875,513.330810667773
205,8,Restricted Commercial,Restricted Com.,38026.8798218,822.252994674,4377.068359375,279.20172163066
206,14,Public Parks and Recreation,Recreation,457280.566071,2705.7939454,52629.83203125,917.957884934646
207,2,Duplex - Residential,Duplex Res.,1144816.3833,5168.03157413,131759.056640625,1752.30710640867
208,8,Restricted Commercial,Restricted Com.,92409.6791992,1523.63327968,10635.486328125,517.68441514748
209,14,Public Parks and Recreation,Recreation,67689.4305725,1197.02552749,7789.951171875,405.929931801
210,9,General Commercial,General Com.,270275.082581,2842.84109371,31103.966796875,964.839318100148
211,14,Public Parks and Recreation,Recreation,158056.914612,1588.30543625,18188.322265625,539.063633891331
212,14,Public Parks and Recreation,Recreation,278498.478912,2641.74391014,32048.080078125,896.182392946423
213,10,Central Business District,CBD,317496.455261,2772.2113532,36534.859375,940.860484221718
214,8,Restricted Commercial,Restricted Com.,121967.803925,1865.40695901,14034.724609375,632.098718064355
215,9,General Commercial,General Com.,450779.115723,3136.66991974,51921.390625,1064.97561955848
216,13,Industrial,Industrial,4355867.77737,12453.8306625,501655.6484375,4229.35710551197
217,4,Medium Density Multifamily Residential,Med D. MF Res.,1271503.78583,4865.36111166,146420.931640625,1651.52943467049
218,8,Restricted Commercial,Restricted Com.,180223.772064,3179.36370064,20755.28125,1081.13152348658
219,4,Medium Density Multifamily Residential,Med D. MF Res.,677992.546326,4094.62024605,78046.521484375,1388.71218742168
220,14,Public Parks and Recreation,Recreation,31060.3643494,877.31521532,3574.380859375,298.072635132361
221,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",45953.4091187,895.491282271,5284.6640625,303.439880224087
222,4,Medium Density Multifamily Residential,Med D. MF Res.,477129.873383,3542.38827742,54896.69140625,1202.8602578324
223,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",593237.462158,4258.54989736,68250.326171875,1443.77905181711
224,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",427118.330383,2620.61201653,49134.04296875,888.80660345904
225,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",30237.5129395,698.365314571,3481.0625,237.010072000715
226,1,Single Family - Residential,Single Fam. Res,948560.671204,4065.61802924,109235.11328125,1379.85330147623
227,2,Duplex - Residential,Duplex Res.,3200974.14514,7251.0238121,368571.677734375,2460.60542985034
228,4,Medium Density Multifamily Residential,Med D. MF Res.,728328.837189,3957.30304965,83876.15625,1342.47405170112
229,2,Duplex - Residential,Duplex Res.,10752018.3162,26209.2671577,1237850.21484375,8886.71281785508
230,8,Restricted Commercial,Restricted Com.,1279476.83337,9267.12085798,147274.27734375,3144.20037146336
231,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",226537.400085,1995.69984933,26074.626953125,676.519134368658
232,10,Central Business District,CBD,56140.4155579,1054.71881397,6459.08203125,357.321333153861
233,4,Medium Density Multifamily Residential,Med D. MF Res.,552931.326691,3448.74060949,63676.15625,1169.59861814106
234,14,Public Parks and Recreation,Recreation,640353.145111,3607.40506164,73682.19921875,1223.5961231886
235,8,Restricted Commercial,Restricted Com.,11326111.3667,27809.3104318,1303452.75390625,9442.38412088699
236,14,Public Parks and Recreation,Recreation,564446.714233,3652.23173018,64955.33984375,1240.23785361807
237,14,Public Parks and Recreation,Recreation,69511.7402954,1058.58151071,8002.294921875,359.089825649479
238,14,Public Parks and Recreation,Recreation,57907.4566956,957.442459097,6666.7265625,324.95841315568
239,1,Single Family - Residential,Single Fam. Res,4683550.94,12058.9989126,538822.84375,4091.88150967684
240,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",576957.27533,4136.24084663,66450.6015625,1404.76585286838
241,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",115059.491058,1431.28594443,13249.013671875,485.868666951594
242,9,General Commercial,General Com.,410262.799713,3817.879232,47225.6015625,1293.00951063406
243,4,Medium Density Multifamily Residential,Med D. MF Res.,1523309.01242,5506.71836997,175472.76953125,1868.32090039214
244,4,Medium Density Multifamily Residential,Med D. MF Res.,2817231.13916,9927.53635745,324477.712890625,3367.84506139953
245,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",605342.442871,3549.36035083,69705.796875,1204.03938975291
246,1,Single Family - Residential,Single Fam. Res,1412798.83905,5620.93784098,162653.326171875,1908.63294482478
247,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",42682.2534485,849.54285952,4913.134765625,288.050359967859
248,14,Public Parks and Recreation,Recreation,12694.6855164,500.547818566,1461.470703125,170.090720032427
249,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",97551.5836487,1259.23556408,11227.232421875,427.32504033615
250,14,Public Parks and Recreation,Recreation,186917.478119,1961.54862382,21514.078125,664.843738518892
251,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",210938.540802,1928.98195261,24270.87890625,653.79258312147
252,4,Medium Density Multifamily Residential,Med D. MF Res.,1539755.54764,7858.53675874,177159.142578125,2663.84160738996
253,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",116034.074585,1453.20881955,13350.076171875,492.684346934062
254,2,Duplex - Residential,Duplex Res.,2675232.93515,8015.43272172,307802.21875,2717.45803307031
255,1,Single Family - Residential,Single Fam. Res,2772716.25027,10244.6377025,319013.880859375,3469.7855490223
256,1,Single Family - Residential,Single Fam. Res,655310.608948,5576.73087002,75399.306640625,1889.17902153128
257,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",354454.367126,3482.81551431,40818.7890625,1180.90684010052
258,8,Restricted Commercial,Restricted Com.,902684.988373,9165.8441458,103950.376953125,3114.26264460724
259,8,Restricted Commercial,Restricted Com.,728967.471649,4647.29476505,83902.30859375,1576.0668368735
260,14,Public Parks and Recreation,Recreation,38434.6785278,766.303806884,4422.708984375,259.898080497204
261,14,Public Parks and Recreation,Recreation,545695.422638,3139.60825776,62788.75,1065.03552228863
262,9,General Commercial,General Com.,1833251.94879,8850.04052928,210930.2265625,3003.85194328775
263,4,Medium Density Multifamily Residential,Med D. MF Res.,142771.457306,1547.99950445,16426.42578125,525.27431349412
264,8,Restricted Commercial,Restricted Com.,292778.377075,3381.97629465,33676.787109375,1145.14756718673
265,8,Restricted Commercial,Restricted Com.,459427.697266,3943.18959719,52851.642578125,1335.49386299755
266,1,Single Family - Residential,Single Fam. Res,387335.070068,2943.10469686,44557.19140625,998.989775249866
267,14,Public Parks and Recreation,Recreation,194215.364685,1812.38334484,22341.1484375,614.316676236185
268,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",174294.587494,1942.78054687,20049.478515625,659.697949105021
269,8,Restricted Commercial,Restricted Com.,1792563.97995,5665.63322805,206230.896484375,1920.58040686905
270,14,Public Parks and Recreation,Recreation,1406282.37985,5275.32547135,161780.607421875,1790.38178031579
271,11,"Major Inst, Public Facilities, Transp And","Major PUB, FAC",104072.682434,1544.73382623,11970.0703125,523.742080722392
